order_id,product_id,customer_id,quantity,TotalPrice,order_date,shipping_date,order_status,payment_method
O71283,P1016,C20230,2,2614.94,2022-05-09,2022-05-11,Leveret,Kreditkort
O71284,P1017,C20298,4,17993.32,2024-05-29,2024-05-30,Leveret,Faktura
O71285,P1012,C20391,5,13581.45,2024-05-12,2024-05-18,Afsendt,Faktura
O71286,P1019,C20239,1,3980.19,2022-06-01,2022-06-05,Afsendt,Kreditkort
O71287,P1014,C20966,4,8258.84,2024-01-27,2024-02-02,Afsendt,Faktura
O71288,P1017,C21167,3,13494.99,2023-08-23,2023-08-25,Leveret,Faktura
O71289,P1016,C20885,1,1307.47,2022-02-22,2022-02-25,Returneret,Faktura
O71290,P1003,C21136,6,17094.6,2024-01-25,2024-01-30,Returneret,Dankort
O71291,P1014,C21000,5,10323.55,2023-05-15,2023-05-19,Afsendt,Dankort
O71292,P1019,C20647,5,19900.95,2023-06-25,2023-06-26,Afsendt,MobilePay
O71293,P1009,C20240,4,1294.16,2023-10-26,2023-10-30,Afsendt,MobilePay
O71294,P1019,C20331,1,3980.19,2023-04-05,2023-04-11,Afsendt,Kreditkort
O71295,P1014,C21040,2,4129.42,2023-04-26,2023-04-29,Afsendt,MobilePay
O71296,P1012,C20960,6,16297.74,2023-09-09,2023-09-16,Afsendt,MobilePay
O71297,P1019,C20738,4,15920.76,2024-01-11,2024-01-17,Leveret,Kreditkort
O71298,P1018,C20177,6,3266.76,2023-09-29,2023-10-01,Leveret,Kreditkort
O71299,P1005,C21008,5,8831.15,2022-06-27,2022-06-29,Afsendt,Faktura
O71300,P1017,C21141,2,8996.66,2023-05-21,2023-05-24,Afsendt,Dankort
O71301,P1001,C20325,6,7156.38,2023-01-03,2023-01-06,Afsendt,Dankort
O71302,P1001,C20234,4,4770.92,2024-04-06,2024-04-07,Leveret,Dankort
O71303,P1014,C20697,3,6194.13,2023-07-30,2023-08-01,Leveret,Dankort
O71304,P1018,C21056,2,1088.92,2024-02-28,2024-03-04,Leveret,Dankort
O71305,P1009,C20937,4,1294.16,2023-12-25,2023-12-26,Returneret,Dankort
O71306,P1003,C20209,5,14245.5,2022-04-19,2022-04-26,Leveret,Dankort
O71307,P1005,C20242,6,10597.38,2023-06-04,2023-06-05,Annulleret,MobilePay
O71308,P1018,C20905,6,3266.76,2022-06-10,2022-06-16,Leveret,Faktura
O71309,P1004,C20745,2,5972.8,2024-01-21,2024-01-28,Afsendt,Kreditkort
O71310,P1017,C20852,4,17993.32,2022-05-06,2022-05-13,Leveret,Dankort
O71311,P1020,C20700,4,10766.64,2022-09-09,2022-09-16,Afsendt,Kreditkort
O71312,P1001,C20850,6,7156.38,2022-03-29,2022-04-01,Afsendt,Kreditkort
O71313,P1020,C20864,5,13458.3,2022-06-05,2022-06-12,Leveret,Kreditkort
O71314,P1019,C20940,4,15920.76,2024-04-01,2024-04-05,Returneret,MobilePay
O71315,P1005,C21060,1,1766.23,2022-01-31,2022-02-04,Annulleret,Dankort
O71316,P1019,C20889,2,7960.38,2022-12-13,2022-12-16,Afsendt,Dankort
O71317,P1005,C20119,5,8831.15,2023-11-08,2023-11-14,Returneret,MobilePay
O71318,P1009,C21134,6,1941.24,2023-03-06,2023-03-10,Annulleret,MobilePay
O71319,P1012,C21081,3,8148.87,2022-12-19,2022-12-20,Leveret,Kreditkort
O71320,P1014,C20421,6,12388.26,2023-12-19,2023-12-23,Annulleret,Faktura
O71321,P1009,C20829,6,1941.24,2023-12-16,2023-12-19,Leveret,MobilePay
O71322,P1006,C20799,3,1718.73,2022-03-28,2022-03-29,Leveret,Kreditkort
O71323,P1018,C20191,2,1088.92,2023-06-17,2023-06-22,Afsendt,MobilePay
O71324,P1020,C20328,6,16149.96,2023-06-18,2023-06-21,Afsendt,MobilePay
O71325,P1020,C20866,3,8074.98,2022-09-05,2022-09-12,Returneret,Dankort
O71326,P1012,C20532,3,8148.87,2024-01-20,2024-01-21,Leveret,MobilePay
O71327,P1020,C20256,6,16149.96,2022-05-07,2022-05-08,Afsendt,Dankort
O71328,P1017,C21192,6,26989.98,2023-04-10,2023-04-13,Afsendt,Kreditkort
O71329,P1018,C21174,6,3266.76,2022-12-25,2022-12-28,Leveret,Faktura
O71330,P1017,C20672,1,4498.33,2023-06-17,2023-06-23,Afsendt,Kreditkort
O71331,P1001,C20201,4,4770.92,2024-04-22,2024-04-29,Afsendt,Faktura
O71332,P1004,C20128,1,2986.4,2024-04-28,2024-05-02,Afsendt,Kreditkort
O71333,P1014,C20757,1,2064.71,2023-05-03,2023-05-05,Leveret,Faktura
O71334,P1006,C20541,4,2291.64,2023-08-26,2023-08-31,Afsendt,Faktura
O71335,P1009,C20854,4,1294.16,2023-03-27,2023-04-02,Leveret,Kreditkort
O71336,P1014,C20938,6,12388.26,2023-06-02,2023-06-04,Afsendt,Dankort
O71337,P1014,C20067,4,8258.84,2023-12-13,2023-12-15,Leveret,MobilePay
O71338,P1012,C20226,4,10865.16,2022-05-02,2022-05-07,Afsendt,MobilePay
O71339,P1005,C20761,1,1766.23,2022-02-11,2022-02-16,Afsendt,MobilePay
O71340,P1014,C20293,1,2064.71,2022-11-07,2022-11-10,Afsendt,Faktura
O71341,P1009,C20442,3,970.62,2022-02-19,2022-02-22,Afsendt,Faktura
O71342,P1006,C20139,3,1718.73,2022-01-03,2022-01-04,Annulleret,Faktura
O71343,P1018,C20927,5,2722.3,2023-05-08,2023-05-13,Annulleret,Faktura
O71344,P1010,C20272,5,9808.1,2023-05-02,2023-05-09,Leveret,Faktura
O71345,P1002,C20306,4,1018.96,2024-02-19,2024-02-23,Annulleret,MobilePay
O71346,P1003,C20839,6,17094.6,2022-04-02,2022-04-09,Afsendt,Faktura
O71347,P1016,C20908,6,7844.82,2022-12-14,2022-12-19,Leveret,Dankort
O71348,P1010,C21172,1,1961.62,2024-06-05,2024-06-07,Leveret,MobilePay
O71349,P1004,C21146,6,17918.4,2023-07-29,2023-08-04,Afsendt,Dankort
O71350,P1017,C21030,4,17993.32,2023-08-07,2023-08-12,Annulleret,Dankort
O71351,P1005,C20564,1,1766.23,2023-11-06,2023-11-11,Leveret,Kreditkort
O71352,P1012,C20910,5,13581.45,2024-04-29,2024-05-05,Afsendt,MobilePay
O71353,P1016,C20048,4,5229.88,2023-02-16,2023-02-21,Afsendt,Kreditkort
O71354,P1012,C20650,5,13581.45,2023-03-01,2023-03-02,Afsendt,Dankort
O71355,P1006,C20585,2,1145.82,2022-04-28,2022-04-29,Afsendt,MobilePay
O71356,P1005,C20835,3,5298.69,2024-02-26,2024-02-27,Leveret,Dankort
O71357,P1005,C20120,1,1766.23,2023-09-22,2023-09-25,Afsendt,Dankort
O71358,P1019,C20529,3,11940.57,2022-11-24,2022-11-26,Afsendt,Dankort
O71359,P1017,C20485,5,22491.65,2022-02-23,2022-02-25,Afsendt,Faktura
O71360,P1016,C20952,3,3922.41,2022-04-28,2022-05-01,Afsendt,Dankort
O71361,P1019,C20479,6,23881.14,2023-05-11,2023-05-12,Annulleret,Dankort
O71362,P1003,C20208,6,17094.6,2022-10-03,2022-10-08,Afsendt,Kreditkort
O71363,P1019,C20172,4,15920.76,2022-11-08,2022-11-13,Leveret,Kreditkort
O71364,P1001,C20345,5,5963.65,2024-03-12,2024-03-14,Leveret,Faktura
O71365,P1016,C20952,1,1307.47,2023-07-23,2023-07-27,Returneret,MobilePay
O71366,P1016,C20988,1,1307.47,2023-10-31,2023-11-02,Afsendt,MobilePay
O71367,P1019,C20436,3,11940.57,2024-05-09,2024-05-15,Afsendt,MobilePay
O71368,P1010,C21154,5,9808.1,2022-02-16,2022-02-18,Afsendt,Dankort
O71369,P1004,C21140,2,5972.8,2023-02-09,2023-02-15,Returneret,Faktura
O71370,P1006,C20702,3,1718.73,2022-08-04,2022-08-09,Leveret,Faktura
O71371,P1002,C20700,3,764.22,2022-10-07,2022-10-09,Afsendt,MobilePay
O71372,P1005,C20005,6,10597.38,2022-01-17,2022-01-23,Leveret,Dankort
O71373,P1005,C21139,4,7064.92,2022-01-10,2022-01-16,Annulleret,Faktura
O71374,P1006,C20159,1,572.91,2024-02-20,2024-02-24,Afsendt,Faktura
O71375,P1001,C20734,4,4770.92,2023-11-20,2023-11-21,Afsendt,Dankort
O71376,P1001,C20911,2,2385.46,2022-05-08,2022-05-12,Afsendt,Dankort
O71377,P1002,C20733,6,1528.44,2024-02-16,2024-02-19,Afsendt,MobilePay
O71378,P1017,C21012,2,8996.66,2024-04-07,2024-04-13,Returneret,Dankort
O71379,P1009,C20429,6,1941.24,2022-10-15,2022-10-19,Afsendt,Faktura
O71380,P1018,C21025,5,2722.3,2022-04-24,2022-05-01,Afsendt,Kreditkort
O71381,P1003,C21158,6,17094.6,2023-11-07,2023-11-13,Afsendt,Kreditkort
O71382,P1005,C21168,3,5298.69,2024-02-03,2024-02-04,Annulleret,MobilePay
O71383,P1002,C21092,1,254.74,2022-07-16,2022-07-23,Leveret,Faktura
O71384,P1002,C20107,6,1528.44,2022-01-03,2022-01-07,Annulleret,MobilePay
O71385,P1019,C20250,3,11940.57,2023-03-19,2023-03-26,Leveret,Faktura
O71386,P1006,C20460,1,572.91,2023-05-23,2023-05-26,Afsendt,Faktura
O71387,P1001,C20803,1,1192.73,2023-06-30,2023-07-04,Afsendt,Dankort
O71388,P1016,C20463,6,7844.82,2023-08-09,2023-08-16,Returneret,Faktura
O71389,P1017,C20675,2,8996.66,2022-03-18,2022-03-20,Afsendt,Dankort
O71390,P1019,C20685,1,3980.19,2022-01-29,2022-02-02,Leveret,Kreditkort
O71391,P1017,C20112,3,13494.99,2022-04-21,2022-04-25,Leveret,Kreditkort
O71392,P1003,C20899,5,14245.5,2022-03-16,2022-03-23,Leveret,Faktura
O71393,P1004,C20069,1,2986.4,2023-08-16,2023-08-17,Afsendt,Dankort
O71394,P1016,C20113,4,5229.88,2024-03-12,2024-03-14,Afsendt,Faktura
O71395,P1002,C21146,1,254.74,2022-03-09,2022-03-10,Afsendt,Faktura
O71396,P1003,C20478,4,11396.4,2023-02-16,2023-02-17,Annulleret,Dankort
O71397,P1014,C20208,4,8258.84,2023-04-10,2023-04-14,Afsendt,Dankort
O71398,P1001,C20395,5,5963.65,2023-04-10,2023-04-15,Afsendt,Dankort
O71399,P1004,C20397,5,14932.0,2023-09-02,2023-09-08,Annulleret,Kreditkort
O71400,P1018,C20863,3,1633.38,2023-10-15,2023-10-20,Afsendt,Faktura
O71401,P1005,C20124,1,1766.23,2022-07-10,2022-07-12,Afsendt,Faktura
O71402,P1020,C20638,3,8074.98,2023-06-10,2023-06-16,Afsendt,Kreditkort
O71403,P1018,C20703,5,2722.3,2022-05-31,2022-06-04,Afsendt,Dankort
O71404,P1002,C20297,6,1528.44,2023-06-15,2023-06-20,Afsendt,Dankort
O71405,P1017,C20413,2,8996.66,2023-03-09,2023-03-12,Leveret,MobilePay
O71406,P1014,C20958,6,12388.26,2022-07-13,2022-07-19,Afsendt,MobilePay
O71407,P1003,C20614,3,8547.3,2024-05-22,2024-05-27,Afsendt,Kreditkort
O71408,P1009,C21016,1,323.54,2022-04-18,2022-04-22,Afsendt,Dankort
O71409,P1010,C20956,2,3923.24,2023-10-17,2023-10-19,Leveret,Kreditkort
O71410,P1020,C20770,3,8074.98,2023-05-08,2023-05-14,Afsendt,Kreditkort
O71411,P1001,C20152,1,1192.73,2024-04-25,2024-04-26,Afsendt,Dankort
O71412,P1014,C21200,2,4129.42,2022-05-26,2022-05-29,Annulleret,MobilePay
O71413,P1017,C20582,2,8996.66,2022-02-14,2022-02-15,Afsendt,MobilePay
O71414,P1001,C20504,5,5963.65,2024-01-07,2024-01-09,Afsendt,Dankort
O71415,P1018,C20043,1,544.46,2022-06-30,2022-07-07,Leveret,Kreditkort
O71416,P1020,C20694,1,2691.66,2023-01-24,2023-01-30,Annulleret,MobilePay
O71417,P1001,C20351,3,3578.19,2023-04-13,2023-04-15,Annulleret,Faktura
O71418,P1004,C20296,1,2986.4,2024-06-18,2024-06-24,Annulleret,Kreditkort
O71419,P1017,C20775,5,22491.65,2024-03-24,2024-03-26,Leveret,MobilePay
O71420,P1002,C20095,2,509.48,2023-09-06,2023-09-10,Leveret,Kreditkort
O71421,P1018,C20672,2,1088.92,2024-05-24,2024-05-29,Afsendt,MobilePay
O71422,P1012,C21197,5,13581.45,2024-06-12,2024-06-14,Annulleret,Kreditkort
O71423,P1020,C20133,4,10766.64,2024-01-15,2024-01-16,Afsendt,Faktura
O71424,P1020,C20767,5,13458.3,2024-02-09,2024-02-15,Afsendt,Faktura
O71425,P1010,C21077,3,5884.86,2022-07-03,2022-07-06,Leveret,Faktura
O71426,P1003,C21196,4,11396.4,2023-05-01,2023-05-04,Leveret,Kreditkort
O71427,P1014,C20811,2,4129.42,2022-08-13,2022-08-15,Afsendt,Faktura
O71428,P1005,C20522,3,5298.69,2023-01-22,2023-01-27,Afsendt,Kreditkort
O71429,P1018,C21063,4,2177.84,2024-02-09,2024-02-10,Afsendt,Dankort
O71430,P1003,C20873,3,8547.3,2023-04-22,2023-04-27,Afsendt,Faktura
O71431,P1020,C20650,4,10766.64,2023-02-23,2023-02-26,Afsendt,Dankort
O71432,P1017,C20156,3,13494.99,2022-07-03,2022-07-07,Afsendt,Dankort
O71433,P1006,C21120,5,2864.55,2022-10-29,2022-11-05,Leveret,MobilePay
O71434,P1004,C20738,1,2986.4,2022-08-22,2022-08-23,Afsendt,Kreditkort
O71435,P1002,C20513,3,764.22,2022-12-08,2022-12-10,Afsendt,MobilePay
O71436,P1003,C21113,2,5698.2,2022-07-15,2022-07-21,Annulleret,Dankort
O71437,P1018,C20828,3,1633.38,2024-02-28,2024-03-02,Annulleret,Dankort
O71438,P1006,C20815,2,1145.82,2023-04-29,2023-05-05,Afsendt,Kreditkort
O71439,P1006,C21132,5,2864.55,2023-05-01,2023-05-03,Leveret,Faktura
O71440,P1004,C20385,3,8959.2,2022-12-15,2022-12-22,Afsendt,Faktura
O71441,P1014,C20062,5,10323.55,2022-08-03,2022-08-07,Afsendt,Kreditkort
O71442,P1016,C20727,4,5229.88,2022-11-09,2022-11-15,Afsendt,Faktura
O71443,P1020,C21102,4,10766.64,2023-03-12,2023-03-18,Afsendt,Dankort
O71444,P1016,C20315,2,2614.94,2023-08-05,2023-08-12,Returneret,MobilePay
O71445,P1020,C21176,5,13458.3,2023-08-05,2023-08-11,Annulleret,Faktura
O71446,P1004,C20792,5,14932.0,2022-07-29,2022-08-02,Afsendt,Dankort
O71447,P1014,C20624,6,12388.26,2022-12-03,2022-12-08,Afsendt,Dankort
O71448,P1005,C21001,1,1766.23,2023-11-23,2023-11-28,Afsendt,Kreditkort
O71449,P1018,C20478,2,1088.92,2022-03-13,2022-03-17,Afsendt,Dankort
O71450,P1001,C20023,5,5963.65,2023-04-11,2023-04-12,Afsendt,Faktura
O71451,P1004,C21099,2,5972.8,2023-02-05,2023-02-07,Afsendt,Dankort
O71452,P1017,C20422,2,8996.66,2023-02-03,2023-02-10,Afsendt,Faktura
O71453,P1003,C20416,3,8547.3,2022-06-12,2022-06-17,Afsendt,Faktura
O71454,P1016,C20913,2,2614.94,2022-10-10,2022-10-12,Afsendt,Faktura
O71455,P1017,C20674,5,22491.65,2023-09-12,2023-09-19,Annulleret,Faktura
O71456,P1003,C20187,1,2849.1,2023-04-17,2023-04-21,Afsendt,Faktura
O71457,P1012,C20610,6,16297.74,2022-12-22,2022-12-28,Afsendt,Kreditkort
O71458,P1005,C20885,5,8831.15,2023-03-02,2023-03-04,Afsendt,Kreditkort
O71459,P1004,C20090,4,11945.6,2023-12-17,2023-12-22,Afsendt,Kreditkort
O71460,P1006,C20137,3,1718.73,2022-10-08,2022-10-14,Leveret,Kreditkort
O71461,P1020,C20249,5,13458.3,2023-05-21,2023-05-25,Returneret,Dankort
O71462,P1006,C20840,3,1718.73,2024-02-13,2024-02-14,Afsendt,MobilePay
O71463,P1016,C20055,4,5229.88,2022-08-01,2022-08-06,Afsendt,Faktura
O71464,P1010,C20399,4,7846.48,2023-01-26,2023-01-29,Afsendt,Dankort
O71465,P1010,C20670,2,3923.24,2022-09-14,2022-09-15,Leveret,Faktura
O71466,P1004,C21124,1,2986.4,2023-05-12,2023-05-16,Leveret,Faktura
O71467,P1012,C20331,3,8148.87,2022-05-24,2022-05-28,Afsendt,Dankort
O71468,P1005,C20255,3,5298.69,2023-09-14,2023-09-15,Afsendt,Faktura
O71469,P1002,C20560,1,254.74,2022-06-22,2022-06-23,Afsendt,MobilePay
O71470,P1010,C21091,1,1961.62,2022-07-02,2022-07-04,Afsendt,Dankort
O71471,P1020,C20211,5,13458.3,2024-05-06,2024-05-12,Afsendt,MobilePay
O71472,P1003,C20100,1,2849.1,2023-03-31,2023-04-01,Leveret,Kreditkort
O71473,P1009,C20410,2,647.08,2022-09-13,2022-09-16,Afsendt,Faktura
O71474,P1001,C20130,2,2385.46,2022-01-29,2022-01-30,Afsendt,Dankort
O71475,P1012,C20344,6,16297.74,2024-03-27,2024-04-03,Leveret,Dankort
O71476,P1004,C20661,3,8959.2,2023-03-02,2023-03-07,Afsendt,Kreditkort
O71477,P1009,C20810,5,1617.7,2023-10-02,2023-10-04,Annulleret,Dankort
O71478,P1004,C20663,3,8959.2,2022-08-26,2022-08-28,Afsendt,Faktura
O71479,P1016,C20436,4,5229.88,2023-11-01,2023-11-04,Afsendt,Dankort
O71480,P1018,C20756,6,3266.76,2023-11-05,2023-11-12,Afsendt,Kreditkort
O71481,P1020,C21024,5,13458.3,2023-02-25,2023-02-28,Returneret,Dankort
O71482,P1020,C20352,5,13458.3,2023-12-31,2024-01-05,Afsendt,Dankort
O71483,P1002,C20796,6,1528.44,2023-09-07,2023-09-10,Leveret,Kreditkort
O71484,P1002,C20652,6,1528.44,2022-12-07,2022-12-09,Returneret,Faktura
O71485,P1016,C21199,5,6537.35,2022-03-11,2022-03-14,Afsendt,Kreditkort
O71486,P1010,C20477,1,1961.62,2023-05-31,2023-06-05,Afsendt,Dankort
O71487,P1010,C20499,4,7846.48,2022-11-13,2022-11-15,Leveret,Dankort
O71488,P1014,C20414,3,6194.13,2022-05-21,2022-05-24,Afsendt,Kreditkort
O71489,P1017,C20909,6,26989.98,2023-10-20,2023-10-21,Leveret,MobilePay
O71490,P1001,C20082,6,7156.38,2022-05-18,2022-05-21,Afsendt,Faktura
O71491,P1018,C20470,1,544.46,2023-10-26,2023-11-02,Leveret,MobilePay
O71492,P1017,C20111,5,22491.65,2022-12-17,2022-12-19,Annulleret,Kreditkort
O71493,P1010,C20456,6,11769.72,2024-03-31,2024-04-06,Leveret,Faktura
O71494,P1005,C20013,4,7064.92,2023-06-18,2023-06-21,Afsendt,Faktura
O71495,P1016,C20290,6,7844.82,2022-03-13,2022-03-15,Annulleret,Kreditkort
O71496,P1003,C20419,5,14245.5,2022-04-04,2022-04-06,Afsendt,Dankort
O71497,P1014,C20337,3,6194.13,2023-03-13,2023-03-19,Leveret,Kreditkort
O71498,P1003,C20621,2,5698.2,2023-03-11,2023-03-13,Afsendt,Faktura
O71499,P1018,C20164,4,2177.84,2023-10-13,2023-10-15,Returneret,MobilePay
O71500,P1005,C20904,4,7064.92,2023-02-12,2023-02-16,Afsendt,Faktura
O71501,P1012,C20041,4,10865.16,2024-02-18,2024-02-20,Leveret,Faktura
O71502,P1020,C21101,3,8074.98,2024-05-24,2024-05-25,Afsendt,Kreditkort
O71503,P1014,C20929,3,6194.13,2022-09-21,2022-09-25,Afsendt,Faktura
O71504,P1005,C20962,6,10597.38,2022-03-15,2022-03-18,Afsendt,Kreditkort
O71505,P1012,C20767,5,13581.45,2022-01-05,2022-01-06,Afsendt,Faktura
O71506,P1001,C21003,4,4770.92,2023-02-09,2023-02-15,Afsendt,Dankort
O71507,P1009,C20789,1,323.54,2023-02-23,2023-02-24,Annulleret,Kreditkort
O71508,P1019,C20714,3,11940.57,2022-07-18,2022-07-25,Afsendt,Faktura
O71509,P1001,C20119,6,7156.38,2023-10-13,2023-10-19,Leveret,Faktura
O71510,P1017,C20071,4,17993.32,2024-01-24,2024-01-26,Annulleret,MobilePay
O71511,P1002,C20303,1,254.74,2023-10-09,2023-10-15,Afsendt,Faktura
O71512,P1018,C21185,2,1088.92,2023-11-29,2023-12-01,Returneret,Kreditkort
O71513,P1020,C20788,1,2691.66,2022-01-13,2022-01-14,Afsendt,Dankort
O71514,P1009,C20340,4,1294.16,2023-06-15,2023-06-17,Leveret,MobilePay
O71515,P1006,C20784,5,2864.55,2023-12-10,2023-12-13,Afsendt,Faktura
O71516,P1012,C20224,1,2716.29,2024-02-10,2024-02-16,Leveret,MobilePay
O71517,P1018,C20430,6,3266.76,2024-04-13,2024-04-15,Annulleret,Faktura
O71518,P1016,C21008,2,2614.94,2023-12-17,2023-12-20,Afsendt,Dankort
O71519,P1019,C20854,5,19900.95,2024-03-03,2024-03-09,Leveret,Faktura
O71520,P1001,C20276,2,2385.46,2022-06-24,2022-06-26,Afsendt,Kreditkort
O71521,P1014,C20436,5,10323.55,2023-05-30,2023-05-31,Afsendt,Dankort
O71522,P1020,C20532,2,5383.32,2024-02-07,2024-02-09,Returneret,Faktura
O71523,P1009,C20224,5,1617.7,2023-03-28,2023-04-03,Annulleret,Kreditkort
O71524,P1004,C20256,4,11945.6,2022-03-23,2022-03-26,Afsendt,MobilePay
O71525,P1017,C20994,4,17993.32,2022-01-31,2022-02-05,Leveret,Dankort
O71526,P1018,C21193,1,544.46,2022-01-10,2022-01-11,Leveret,Dankort
O71527,P1006,C20770,1,572.91,2022-04-10,2022-04-12,Leveret,MobilePay
O71528,P1020,C20880,3,8074.98,2023-05-13,2023-05-17,Afsendt,MobilePay
O71529,P1017,C20817,3,13494.99,2022-11-19,2022-11-26,Afsendt,Dankort
O71530,P1001,C20007,1,1192.73,2022-12-31,2023-01-07,Afsendt,Faktura
O71531,P1009,C20053,2,647.08,2024-01-13,2024-01-20,Leveret,MobilePay
O71532,P1012,C20755,2,5432.58,2023-12-18,2023-12-25,Afsendt,Faktura
O71533,P1002,C20007,2,509.48,2023-06-12,2023-06-16,Returneret,MobilePay
O71534,P1001,C20667,1,1192.73,2022-01-18,2022-01-24,Leveret,Kreditkort
O71535,P1019,C20167,6,23881.14,2023-09-14,2023-09-18,Afsendt,Faktura
O71536,P1010,C20789,1,1961.62,2023-11-06,2023-11-13,Afsendt,Kreditkort
O71537,P1012,C21172,5,13581.45,2023-12-31,2024-01-02,Leveret,Dankort
O71538,P1020,C20618,1,2691.66,2022-05-11,2022-05-15,Leveret,Faktura
O71539,P1004,C21108,4,11945.6,2022-06-22,2022-06-26,Afsendt,Kreditkort
O71540,P1002,C20184,6,1528.44,2022-06-24,2022-07-01,Afsendt,Dankort
O71541,P1009,C20575,4,1294.16,2022-06-14,2022-06-17,Afsendt,MobilePay
O71542,P1009,C20253,6,1941.24,2023-11-13,2023-11-17,Leveret,Faktura
O71543,P1010,C20459,3,5884.86,2022-04-03,2022-04-10,Annulleret,Dankort
O71544,P1019,C20782,6,23881.14,2023-10-22,2023-10-25,Leveret,Faktura
O71545,P1017,C20237,3,13494.99,2024-04-07,2024-04-09,Afsendt,Dankort
O71546,P1010,C20386,5,9808.1,2022-04-02,2022-04-05,Leveret,Dankort
O71547,P1005,C20779,3,5298.69,2023-08-10,2023-08-13,Afsendt,Dankort
O71548,P1003,C20389,5,14245.5,2022-11-15,2022-11-16,Leveret,Faktura
O71549,P1001,C20259,6,7156.38,2022-11-24,2022-12-01,Afsendt,Kreditkort
O71550,P1016,C20944,5,6537.35,2022-04-20,2022-04-24,Afsendt,MobilePay
O71551,P1014,C20934,6,12388.26,2024-05-07,2024-05-09,Afsendt,MobilePay
O71552,P1002,C20071,6,1528.44,2022-05-30,2022-06-05,Afsendt,MobilePay
O71553,P1004,C21176,3,8959.2,2023-05-30,2023-06-05,Afsendt,Kreditkort
O71554,P1010,C20121,4,7846.48,2023-05-22,2023-05-25,Returneret,MobilePay
O71555,P1010,C20461,2,3923.24,2022-06-06,2022-06-13,Leveret,Dankort
O71556,P1005,C20803,4,7064.92,2024-06-05,2024-06-12,Afsendt,Kreditkort
O71557,P1019,C20866,3,11940.57,2022-01-23,2022-01-28,Leveret,MobilePay
O71558,P1019,C21082,1,3980.19,2024-02-15,2024-02-19,Leveret,MobilePay
O71559,P1010,C20807,5,9808.1,2023-12-15,2023-12-17,Afsendt,MobilePay
O71560,P1003,C20623,1,2849.1,2024-02-10,2024-02-17,Afsendt,Kreditkort
O71561,P1014,C20989,6,12388.26,2023-08-15,2023-08-17,Afsendt,Kreditkort
O71562,P1020,C20401,6,16149.96,2022-08-03,2022-08-05,Leveret,Dankort
O71563,P1012,C20209,5,13581.45,2023-01-06,2023-01-12,Leveret,Kreditkort
O71564,P1002,C20116,2,509.48,2023-01-21,2023-01-25,Afsendt,Faktura
O71565,P1004,C20694,5,14932.0,2022-07-03,2022-07-04,Afsendt,Kreditkort
O71566,P1019,C20070,2,7960.38,2023-10-05,2023-10-11,Afsendt,Faktura
O71567,P1010,C20354,5,9808.1,2023-05-16,2023-05-19,Leveret,Faktura
O71568,P1020,C20184,6,16149.96,2024-03-05,2024-03-11,Leveret,Faktura
O71569,P1002,C20753,4,1018.96,2022-10-09,2022-10-15,Afsendt,Dankort
O71570,P1014,C21044,6,12388.26,2022-03-26,2022-03-27,Afsendt,Faktura
O71571,P1010,C20371,1,1961.62,2022-10-08,2022-10-14,Afsendt,Faktura
O71572,P1005,C20667,1,1766.23,2022-11-02,2022-11-07,Afsendt,Kreditkort
O71573,P1010,C20807,1,1961.62,2023-02-20,2023-02-27,Afsendt,Faktura
O71574,P1012,C21104,5,13581.45,2022-03-07,2022-03-12,Leveret,Dankort
O71575,P1017,C20241,6,26989.98,2024-02-11,2024-02-18,Afsendt,Kreditkort
O71576,P1014,C20252,3,6194.13,2022-01-06,2022-01-11,Afsendt,Kreditkort
O71577,P1004,C20526,5,14932.0,2023-10-31,2023-11-02,Annulleret,Dankort
O71578,P1006,C20745,3,1718.73,2022-03-28,2022-03-29,Returneret,Kreditkort
O71579,P1016,C20616,2,2614.94,2023-03-10,2023-03-16,Afsendt,MobilePay
O71580,P1014,C21182,2,4129.42,2023-11-06,2023-11-11,Afsendt,MobilePay
O71581,P1003,C21046,5,14245.5,2023-06-20,2023-06-23,Afsendt,Dankort
O71582,P1016,C20076,2,2614.94,2023-11-10,2023-11-17,Afsendt,MobilePay
O71583,P1017,C21131,2,8996.66,2024-05-26,2024-06-02,Afsendt,MobilePay
O71584,P1010,C20865,5,9808.1,2022-10-12,2022-10-14,Afsendt,MobilePay
O71585,P1002,C20820,2,509.48,2022-09-24,2022-09-28,Afsendt,MobilePay
O71586,P1010,C21098,2,3923.24,2023-11-24,2023-11-28,Afsendt,MobilePay
O71587,P1002,C20763,2,509.48,2023-10-11,2023-10-17,Afsendt,Kreditkort
O71588,P1005,C20889,3,5298.69,2023-03-06,2023-03-13,Afsendt,Kreditkort
O71589,P1004,C20226,5,14932.0,2022-03-21,2022-03-24,Leveret,Faktura
O71590,P1002,C20744,1,254.74,2022-03-09,2022-03-12,Annulleret,MobilePay
O71591,P1020,C20561,2,5383.32,2022-05-30,2022-06-06,Afsendt,Faktura
O71592,P1004,C20360,1,2986.4,2022-08-16,2022-08-20,Afsendt,MobilePay
O71593,P1020,C20196,4,10766.64,2023-08-26,2023-09-02,Afsendt,MobilePay
O71594,P1003,C20099,1,2849.1,2023-07-19,2023-07-22,Afsendt,Faktura
O71595,P1020,C21089,6,16149.96,2022-07-05,2022-07-08,Afsendt,Faktura
O71596,P1005,C20020,3,5298.69,2023-05-04,2023-05-09,Leveret,Kreditkort
O71597,P1005,C21163,4,7064.92,2023-11-05,2023-11-07,Leveret,Dankort
